ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,250.65,0.0000403,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44A9E0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,265.4206897,0.000218391,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AA50>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,280.1913793,0.000995892,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AAC0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,294.962069,0.003917991,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AB30>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,309.7327586,0.013579171,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44ABA0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,324.5034483,0.042177485,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AC10>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,339.2741379,0.119079186,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AC80>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,354.0448276,0.30922047,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44ACF0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,368.8155172,0.745916575,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AD60>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,383.5862069,1.685598367,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44ADD0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,398.3568966,3.593963492,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AE40>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,413.1275862,7.27478905,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AEB0>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,427.8982759,14.05398337,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AF20>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,442.6689655,26.03216956,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE44AF90>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
ETHYL CYANOACETATE,105-56-6,C5H7O2N,CCOC(=O)CC#N,457.4396552,46.41906857,1467,Other Nitrogen Derivatives,Other Nitrogen Derivatives,<rdkit.Chem.rdchem.Mol object at 0x000001F3EE445040>,3.225685726,114.0873024,0.46318,26.863,113.116,0,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,44,50.09,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48869371
